customerID,CLV,cost_discount,cost_outreach,churn_prob,actual_churn,value_at_risk,ev_discount,ev_outreach,recommended_action,expected_value
6646-QVXLR,8873.35,62.25,15.0,0.5244063,1,4653.240642105,1566.38422473675,682.98609631575,discount,1566.38422473675
2798-NYLMZ,10221.2,65.13,15.0,0.45334744,0,4633.754853728,1556.6841988048,680.0632280592,discount,1556.6841988048
9278-VZKCD,7218.99,65.46000000000001,15.0,0.64099145,0,4627.3108676355,1554.098803672425,679.096630145325,discount,1554.098803672425
1751-NCDLI,5988.339999999999,59.31,15.0,0.7696689,0,4609.039060625999,1553.8536712190996,676.3558590938999,discount,1553.8536712190996
4983-CLMLV,6616.9800000000005,61.620000000000005,15.0,0.6963257,0,4607.573230386,1551.0306306351,676.1359845579001,discount,1551.0306306351
6777-TGHTM,8352.3,64.17,15.0,0.54921013,1,4587.1677687989995,1541.3387190796495,673.0751653198498,discount,1541.3387190796495
6661-HBGWL,5831.849999999999,62.85000000000001,15.0,0.7801494,1,4549.71427839,1529.5499974364998,667.4571417584999,discount,1529.5499974364998
3524-WQDSG,5639.87,59.58,15.0,0.8046006,0,4537.842785922,1528.6649750727,665.6764178883,discount,1528.6649750727
0979-PHULV,8439.68,59.67,15.0,0.537463,1,4536.015731840001,1527.935506144,665.402359776,discount,1527.935506144
8819-ZBYNA,9012.05,65.46000000000001,15.0,0.5035079,0,4537.638370195,1522.7134295682497,665.6457555292499,discount,1522.7134295682497
8033-VCZGH,7726.1,62.370000000000005,15.0,0.58133596,0,4491.459760556,1509.6409161945999,658.7189640834,discount,1509.6409161945999
2452-KDRRH,8301.210000000001,60.84,15.0,0.53928864,0,4476.7482512544,1506.0218879390402,656.51223768816,discount,1506.0218879390402
8849-GYOKR,8320.5,63.93000000000001,15.0,0.536983,1,4467.9670515,1499.8584680249996,655.195057725,discount,1499.8584680249996
1587-FKLZB,8254.949999999999,59.7,15.0,0.5376751,1,4438.481066744999,1493.7683733607496,650.7721600117497,discount,1493.7683733607496
8818-DOPVL,6367.93,62.67,15.0,0.6978981,0,4444.166247933,1492.7881867765498,651.6249371899501,discount,1492.7881867765498
5469-CTCWN,9091.7,63.60000000000001,15.0,0.48555076,1,4414.481844692001,1481.4686456422003,647.1722767038001,discount,1481.4686456422003
0471-ARVMX,8829.3,62.91,15.0,0.49768695,0,4394.227387635,1475.0695856722498,644.13410814525,discount,1475.0695856722498
5140-FOMCQ,9177.35,65.49000000000001,15.0,0.47840557,0,4390.4953578395,1471.183375243825,643.574303675925,discount,1471.183375243825
4829-AUOAX,5782.62,57.63,15.0,0.7519858,1,4348.448126796,1464.3268443785998,637.2672190193999,discount,1464.3268443785998
2924-KHUVI,7928.15,60.33,15.0,0.5476572,0,4341.908430179999,1459.3379505629998,636.2862645269998,discount,1459.3379505629998
6173-GOLSU,7441.96,56.790000000000006,15.0,0.57836556,0,4304.1733628976,1449.6706770141598,630.6260044346399,discount,1449.6706770141598
5445-PZWGX,8977.25,61.2,15.0,0.4774245,1,4285.959092624999,1438.8856824187496,627.8938638937499,discount,1438.8856824187496
7036-TYDEC,9524.5,62.400000000000006,15.0,0.44511354,0,4239.48391173,1421.4193691054998,620.9225867595,discount,1421.4193691054998
1074-AMIOH,7493.900000000001,64.95,15.0,0.566177,0,4242.8738203,1420.0558371050001,621.4310730450001,discount,1420.0558371050001
6899-PPEEA,4970.62,57.93000000000001,15.0,0.8405018,1,4177.8150571159995,1404.3052699905998,611.6722585673999,discount,1404.3052699905998
7124-UGSUR,8910.6,62.64000000000001,15.0,0.46488783,1,4142.429497998,1387.2103242992998,606.3644246997,discount,1387.2103242992998
3858-XHYJO,6766.55,63.45,15.0,0.61140466,0,4137.100202123001,1384.53507074305,605.5650303184501,discount,1384.53507074305
8397-MVTAZ,4920.719999999999,60.03,15.0,0.8285723,1,4077.1722880559996,1366.9803008196,596.5758432084,discount,1366.9803008196
6198-PNNSZ,8744.849999999999,65.88,15.0,0.46705517,0,4084.3274033744997,1363.6345911810745,597.6491105061749,discount,1363.6345911810745
5380-WJKOV,5080.69,63.81,15.0,0.78584284,1,3992.6238587596,1333.6083505658598,583.8935788139399,discount,1333.6083505658598
5889-JTMUL,6257.42,57.03,15.0,0.6332929,1,3962.779658318,1329.9428804113,579.4169487477,discount,1329.9428804113
5440-VHLUL,9910.85,63.120000000000005,15.0,0.40151772,0,3979.3818952620004,1329.6636633417002,581.9072842893,discount,1329.6636633417002
3756-VNWDH,9092.65,60.45,15.0,0.43672788,0,3971.013758082,1329.4048153287,580.6520637123,discount,1329.4048153287
8709-KRDVL,4760.6,60.0,15.0,0.8317512,0,3959.6347627200003,1325.872166952,578.9452144080001,discount,1325.872166952
5144-TVGLP,5017.4,56.85,15.0,0.7866115,0,3946.7445401,1324.5105890349998,577.0116810149999,discount,1324.5105890349998
3766-EJLFL,10125.75,65.43,15.0,0.39013204,0,3950.37950403,1317.2028264105,577.5569256045,discount,1317.2028264105
7251-LJBQN,6678.4,62.25,15.0,0.5893418,0,3935.86027712,1315.3010969919999,575.379041568,discount,1315.3010969919999
8058-DMYRU,6228.52,54.03,15.0,0.62448454,0,3889.6144470808003,1307.33505647828,568.44216706212,discount,1307.33505647828
9710-ZUSHQ,5593.95,64.05000000000001,15.0,0.69732994,1,3900.828817863,1301.24008625205,570.12432267945,discount,1301.24008625205
2386-OWURY,7190.02,57.17999999999999,15.0,0.53812504,0,3869.129800100801,1297.01543003528,565.3694700151201,discount,1297.01543003528
2293-IJWPS,8403.0,60.45,15.0,0.46127003,0,3876.05206209,1296.1682217315,566.4078093135,discount,1296.1682217315
5027-YOCXN,8327.599999999999,66.03,15.0,0.46706682,0,3889.5456502319994,1295.3109775811997,568.4318475347999,discount,1295.3109775811997
9822-WMWVG,5816.0,63.900000000000006,15.0,0.6642165,0,3863.083164,1288.1791073999998,564.4624746,discount,1288.1791073999998
2439-LYPMQ,5486.639999999999,61.56,15.0,0.69610685,0,3819.287687484,1275.1906906194,557.8931531226,discount,1275.1906906194
0422-UXFAP,7319.95,59.31,15.0,0.5174808,0,3787.9335819599996,1266.4667536859997,553.1900372939999,discount,1266.4667536859997
0899-LIIBW,4979.54,60.510000000000005,15.0,0.7602795,0,3785.84218143,1264.5347635004998,552.8763272145,discount,1264.5347635004998
2001-EWBQU,8846.6,62.82000000000001,15.0,0.42256618,0,3738.273967988,1245.5758887958002,545.7410951982,discount,1245.5758887958002
4724-WXVWF,5819.06,57.24000000000001,15.0,0.6361388,0,3701.729845528,1238.3654459348,540.2594768292,discount,1238.3654459348
1357-BIJKI,7216.7,58.95,15.0,0.51278645,0,3700.625973715,1236.2690908002498,540.09389605725,discount,1236.2690908002498
6769-DYBQN,5193.4,51.0,15.0,0.70191085,1,3645.3038083899996,1224.8563329364997,531.7955712584999,discount,1224.8563329364997
4760-THGOT,5462.34,56.46,15.0,0.6622106,0,3617.219448804,1209.5668070813997,527.5829173206,discount,1209.5668070813997
2279-AXJJK,6465.76,57.39000000000001,15.0,0.5544693,0,3585.0654211680003,1197.3828974088,522.7598131752001,discount,1197.3828974088
4817-VYYWS,4426.68,60.120000000000005,15.0,0.81050485,1,3587.8456093980003,1195.6259632893002,523.1768414097,discount,1195.6259632893002
7460-ITWWP,5101.289999999999,51.66,15.0,0.6908883,0,3524.4215759069994,1181.8875515674497,513.6632363860499,discount,1181.8875515674497
6543-XRMYR,4403.03,59.82000000000001,15.0,0.80150956,1,3529.0706379667995,1175.35472328838,514.3605956950199,discount,1175.35472328838
3672-YITQD,4232.639999999999,50.46,15.0,0.8242345,1,3488.6879140799992,1170.5807699279997,508.3031871119998,discount,1170.5807699279997
6284-KMNUF,7622.6,58.8,15.0,0.45983642,0,3505.149095092,1168.0021832822001,510.7723642638,discount,1168.0021832822001
0486-HECZI,6632.099999999999,58.05,15.0,0.5276052,1,3499.1304469199995,1166.6456564219998,509.8695670379999,discount,1166.6456564219998
6559-RAKOZ,7268.7,58.77000000000001,15.0,0.47783956,0,3473.2724097719997,1156.8753434202,505.9908614658,discount,1156.8753434202
1150-WFARN,9766.2,65.25,15.0,0.35622448,1,3478.959516576,1152.3858308016,506.84392748640005,discount,1152.3858308016
0959-WHOKV,6674.45,59.400000000000006,15.0,0.5145854,0,3434.57452303,1142.7010830604997,500.1861784545,discount,1142.7010830604997
0327-WFZSY,6235.55,60.0,15.0,0.55019355,0,3430.7593907025002,1140.765786745875,499.61390860537506,discount,1140.765786745875
0963-ZBDRN,4568.68,57.720000000000006,15.0,0.7450651,1,3403.9640210680004,1133.6674073738002,495.5946031602,discount,1133.6674073738002
9450-TRJUU,4045.81,49.89000000000001,15.0,0.83525354,0,3379.2771246673997,1132.8569936335898,491.89156870011,discount,1132.8569936335898
3325-FUYCG,5393.799999999999,63.66,15.0,0.63321096,1,3415.4132760479993,1131.7346466167996,497.3119914071999,discount,1131.7346466167996
9508-ILZDG,4577.69,57.81,15.0,0.7407587,0,3390.9636934029995,1129.02729269105,493.64455401044995,discount,1129.02729269105
8059-UDZFY,4982.09,63.21,15.0,0.67950535,0,3385.3568091815,1121.664883213525,492.80352137722497,discount,1121.664883213525
9079-YEXQJ,7614.69,66.66,15.0,0.44552234,1,3392.5145071746,1120.7200775111098,493.8771760761899,discount,1120.7200775111098
6845-RGTYS,5955.7,59.25,15.0,0.5647606,1,3363.5447054199994,1117.9906468969998,489.5317058129999,discount,1117.9906468969998
4735-ASGMA,3931.54,59.010000000000005,15.0,0.85380435,1,3356.765954199,1115.85808396965,488.51489312984995,discount,1115.85808396965
3312-UUMZW,4569.34,59.31,15.0,0.7317306,0,3343.5258998040003,1110.9240649314,486.5288849706,discount,1110.9240649314
4627-MIHJH,10113.55,66.15,15.0,0.33231273,0,3360.8614104914996,1110.1514936720248,489.129211573725,discount,1110.1514936720248
5129-JLPIS,4205.25,63.3,15.0,0.7967115,0,3350.3710353750002,1109.32986238125,487.55565530625,discount,1109.32986238125
4753-PADAS,9353.75,63.42,15.0,0.35752776,0,3344.2252851,1107.0588497849997,486.63379276499995,discount,1107.0588497849997
7748-UMTRK,4433.219999999999,60.78,15.0,0.749185,0,3321.3019256999996,1101.675673995,483.19528885499994,discount,1101.675673995
7529-ZDFXI,6219.1900000000005,53.91,15.0,0.52613765,0,3272.1500115035005,1091.3425040262248,475.822501725525,discount,1091.3425040262248
6892-XPFPU,3935.1,62.55,15.0,0.83751535,1,3295.706653785,1090.9473288247498,479.3559980677499,discount,1090.9473288247498
4947-DSMXK,4816.88,58.620000000000005,15.0,0.67612946,0,3256.8344732848,1081.27206564968,473.52517099272,discount,1081.27206564968
1833-TCXKK,6434.4,64.65,15.0,0.50795245,0,3268.3692442799997,1079.2792354979997,475.25538664199996,discount,1079.2792354979997
2972-YDYUW,7741.75,56.82000000000001,15.0,0.41599894,0,3220.5597937449998,1070.37592781075,468.08396906175,discount,1070.37592781075
0913-XWSCN,5944.599999999999,51.3,15.0,0.53482515,0,3179.3215866899995,1061.4625553414999,461.89823800349996,discount,1061.4625553414999
5281-BUZGT,4494.94,54.50999999999999,15.0,0.70934874,1,3188.4800253756,1061.4580088814598,463.27200380633997,discount,1061.4580088814598
9544-PYPSJ,7403.19,57.66,15.0,0.43153167,0,3194.7109440273,1060.4888304095546,464.2066416040949,discount,1060.4888304095546
3313-QKNKB,7137.849999999999,51.33,15.0,0.44488296,1,3175.507836036,1060.0977426125999,461.32617540539997,discount,1060.0977426125999
2001-MCUUW,7510.8,65.19000000000001,15.0,0.4256462,0,3196.94347896,1053.740217636,464.541521844,discount,1053.740217636
5360-LJCNJ,10078.6,63.09,15.0,0.3163477,0,3188.34192922,1052.829675227,463.251289383,discount,1052.829675227
1360-XFJMR,9977.25,65.82000000000001,15.0,0.3200973,0,3193.6907864249997,1051.97177524875,464.05361796374996,discount,1051.97177524875
8433-WPJTV,9260.7,62.34,15.0,0.34346643,0,3180.739568301,1050.9188489053502,462.11093524514996,discount,1050.9188489053502
9812-GHVRI,4739.69,50.31,15.0,0.66317916,0,3143.2636328604,1049.8322715011398,456.48954492905995,discount,1049.8322715011398
5373-SFODM,4360.35,51.150000000000006,15.0,0.7213352,1,3145.27393932,1049.695878762,456.791090898,discount,1049.695878762
8621-MNIHH,4574.75,56.55,15.0,0.69014615,1,3157.2460997125,1048.486134899375,458.58691495687503,discount,1048.486134899375
7572-KPVKK,9087.7,62.43000000000001,15.0,0.34672883,0,3150.967588391,1040.40865593685,457.64513825865,discount,1040.40865593685
1936-UAFEH,9925.35,66.15,15.0,0.31314775,0,3108.1010204625,1021.685357161875,451.215153069375,discount,1021.685357161875
8393-DLHGA,3829.71,57.540000000000006,15.0,0.8023715,1,3072.8501572650002,1017.9575550427501,445.92752358974997,discount,1017.9575550427501
2307-FYNNL,9725.4,65.43,15.0,0.31803575,0,3093.02488305,1017.1287090674998,448.9537324575,discount,1017.1287090674998
8378-LKJAF,5413.26,60.69000000000001,15.0,0.568458,0,3077.2109530800003,1016.3338335779999,446.58164296200005,discount,1016.3338335779999
5461-QKNTN,5311.07,56.58,15.0,0.56909037,0,3022.4787913958994,1001.2875769885649,438.37181870938497,discount,1001.2875769885649
0524-IAVZO,3848.25,51.0,15.0,0.7782498,1,2994.89979285,997.2149274975,434.2349689275,discount,997.2149274975
6664-FPDAC,9105.7,67.17,15.0,0.33341098,1,3035.9403605860007,995.4091262051003,440.39105408790005,discount,995.4091262051003
1217-VASWC,6717.2,60.33,15.0,0.44661224,0,2999.983738528,989.6643084848,434.9975607792,discount,989.6643084848
1360-JYXKQ,7815.5,59.46,15.0,0.3821479,0,2986.6769124499997,985.8769193574999,433.00153686749996,discount,985.8769193574999
3207-OYBWH,6798.65,57.150000000000006,15.0,0.4368735,1,2970.150020775,982.4025072712499,430.52250311625,discount,982.4025072712499
6270-OMFIW,7875.85,56.64000000000001,15.0,0.37630507,1,2963.7222855595005,980.662799945825,429.558342833925,discount,980.662799945825
0082-OQIQY,3964.08,56.52,15.0,0.7375243,0,2923.605327144,966.7418645004,423.54079907159996,discount,966.7418645004
9944-AEXBM,3897.66,51.39000000000001,15.0,0.7441362,0,2900.389901292,963.7464654522,420.0584851938,discount,963.7464654522
6712-OAWRH,3665.8,54.75,15.0,0.79376084,1,2909.768487272,963.6689705452,421.4652730908,discount,963.6689705452
8914-RBTSB,4370.219999999999,56.28,15.0,0.6658177,1,2909.7698288939996,962.1394401128997,421.4654743340999,discount,962.1394401128997
2985-FMWYF,3687.95,56.1,15.0,0.7878347,0,2905.4949818649998,960.8232436527499,420.82424727974995,discount,960.8232436527499
5382-SOYZL,3532.04,57.06,15.0,0.8165747,0,2884.1745033879997,952.4010761857999,417.62617550819994,discount,952.4010761857999
6080-TCMYC,4461.58,48.720000000000006,15.0,0.6404269,0,2857.315848502,951.3405469756999,413.5973772753,discount,951.3405469756999
8714-EUHJO,4308.01,54.69,15.0,0.6644361,1,2862.397363161,947.14907710635,414.35960447415,discount,947.14907710635
6481-ESCNL,4326.67,60.33,15.0,0.6618926,0,2863.790855642,941.9967994747001,414.5686283463,discount,941.9967994747001
2665-NPTGL,3923.3399999999992,58.86,15.0,0.7277386,0,2855.1659589239994,940.4480856233998,413.2748938385999,discount,940.4480856233998
8849-AYPTR,4278.05,54.75,15.0,0.6644361,0,2842.490857605,940.12180016175,411.37362864075,discount,940.12180016175
1110-KYLGQ,8338.9,64.95,15.0,0.34339106,0,2863.503710234,937.2762985818999,414.5255565351,discount,937.2762985818999
7181-OQCUT,3710.44,62.31,15.0,0.7664148,0,2843.736130512,932.9976456791999,411.5604195768,discount,932.9976456791999
4873-ILOLJ,3539.54,54.21,15.0,0.79523456,1,2814.7645345024002,930.9575870758399,407.21468017536,discount,930.9575870758399
9576-SYUHJ,4681.81,54.69,15.0,0.601403,0,2815.6545794300005,930.7891028004999,407.34818691450005,discount,930.7891028004999
9927-DSWDF,3686.79,62.760000000000005,15.0,0.76775795,0,2830.5623324805,927.936816368175,409.584349872075,discount,927.936816368175
5651-YLPRD,3963.59,51.66,15.0,0.70415425,0,2790.9787437575,925.182560315125,403.64681156362496,discount,925.182560315125
3312-ZWLGF,3556.4700000000003,47.58,15.0,0.7809077,0,2777.274807819,924.4661827366499,401.59122117285,discount,924.4661827366499
4686-UXDML,3430.3899999999994,59.91,15.0,0.81901026,0,2809.5246058013995,923.4236120304898,406.4286908702099,discount,923.4236120304898
8739-WWKDU,3484.95,53.7,15.0,0.8009967,1,2791.433449665,923.3017073827498,403.71501744974995,discount,923.3017073827498
5828-AVIPD,4298.35,60.57000000000001,15.0,0.65238816,1,2804.192647536,920.8974266375999,405.6288971304,discount,920.8974266375999
2750-BJLSB,7219.400000000001,62.220000000000006,15.0,0.38867846,0,2806.025274124,919.8888459434,405.9037911186,discount,919.8888459434
8728-SKJLR,4158.3,44.55,15.0,0.6626485,0,2755.4912575500002,919.8719401425,398.32368863249997,discount,919.8719401425
5575-TPIZQ,5529.31,53.49000000000001,15.0,0.50278634,0,2780.0615376254,919.53153816889,402.00923064381,discount,919.53153816889
1470-PSXNM,6767.75,56.19,15.0,0.41015956,0,2775.85736219,915.3600767665,401.3786043285,discount,915.3600767665
9465-RWMXL,3584.11,47.34,15.0,0.7652976,1,2742.910781136,912.6787733976,396.43661717040004,discount,912.6787733976
1370-GGAWX,6668.05,56.49000000000001,15.0,0.41459227,0,2764.5219859735,911.0926950907249,399.67829789602496,discount,911.0926950907249
7426-WEIJX,6024.780000000001,48.57000000000001,15.0,0.45224556,0,2724.6800049768003,905.0680017418799,393.70200074652,discount,905.0680017418799
4658-HCOHW,3590.4700000000003,61.68000000000001,15.0,0.7672077,1,2754.6362306190003,902.4426807166499,398.19543459285006,discount,902.4426807166499
3865-ZYKAD,7008.209999999999,50.94,15.0,0.38730985,0,2714.3487638684996,899.0820673539747,392.15231458027495,discount,899.0820673539747
3729-OWRVL,9894.55,66.21000000000001,15.0,0.2775858,0,2746.5865773899995,895.0953020864998,396.98798660849997,discount,895.0953020864998
3587-PMCOY,3438.55,59.34,15.0,0.7928484,0,2726.24886582,894.8471030369999,393.937329873,discount,894.8471030369999
8646-JCOMS,8304.15,54.33,15.0,0.32525456,0,2700.962654424,891.0069290483999,390.14439816360004,discount,891.0069290483999
2587-EKXTS,6520.75,66.9,15.0,0.41885614,0,2731.256174905,889.03966121675,394.68842623574994,discount,889.03966121675
2480-EJWYP,7806.0,58.68000000000001,15.0,0.34443256,0,2688.64056336,882.3441971759999,388.296084504,discount,882.3441971759999
6507-ZJSUR,3419.73,54.27,15.0,0.77790046,0,2660.2095400758,876.8033390265299,384.03143101137,discount,876.8033390265299
0576-WNXXC,3886.12,57.33,15.0,0.6845292,1,2660.1626147039997,873.7269151463997,384.02439220559995,discount,873.7269151463997
5473-KHBPS,7272.95,57.42,15.0,0.36523902,0,2656.365130509,872.3077956781499,383.45476957635003,discount,872.3077956781499
5136-GFPMB,6156.860000000001,53.64000000000001,15.0,0.42302543,0,2604.5083489498,857.93792213243,375.67625234247004,discount,857.93792213243
2227-JRSJX,3384.1600000000003,59.49000000000001,15.0,0.76294947,0,2581.9430783952002,844.19007743832,372.29146175928,discount,844.19007743832
3487-EARAT,7000.7,44.46,15.0,0.36244646,0,2537.378932522,843.6226263826999,365.6068398783,discount,843.6226263826999
5650-YLIBA,3809.11,48.69,15.0,0.6666177,0,2539.220147247,840.03705153645,365.88302208705,discount,840.03705153645
3923-CSIHK,4467.969999999999,42.63,15.0,0.5610122,1,2506.5856792339996,834.6749877318997,360.98785188509993,discount,834.6749877318997
8245-UMPYT,2969.36,57.84,15.0,0.85238606,1,2531.0410711216,828.02437489256,364.65616066824,discount,828.02437489256
0531-ZZJWQ,5118.0,44.400000000000006,15.0,0.48458156,0,2480.08842408,823.630948428,357.013263612,discount,823.630948428
9112-WSNPU,3434.92,42.33,15.0,0.7187579,0,2468.875885868,821.7765600537999,355.3313828802,discount,821.7765600537999
9221-OTIVJ,3041.24,62.91,15.0,0.8301512,1,2524.6890354879997,820.7311624207999,363.70335532319996,discount,820.7311624207999
2995-UPRYS,6443.0,59.52000000000001,15.0,0.39010662,1,2513.4569526600003,820.189933431,362.018542899,discount,820.189933431
3571-DPYUH,7703.150000000001,56.82000000000001,15.0,0.32525894,0,2505.5184036610003,820.1114412813499,360.82776054915,discount,820.1114412813499
7398-LXGYX,4847.469999999999,50.88,15.0,0.5112238,0,2478.1420337859995,816.4697118250999,356.7213050678999,discount,816.4697118250999
6022-UGGSO,3348.31,44.64000000000001,15.0,0.73411566,1,2458.0468055345996,815.6763819371098,353.70702083018995,discount,815.6763819371098
6319-IEJWJ,3075.4300000000003,54.120000000000005,15.0,0.8077906,1,2484.3034449580005,815.3862057353001,357.6455167437,discount,815.3862057353001
9286-DOJGF,3949.13,44.970000000000006,15.0,0.62086636,1,2451.8819682668,813.1886888933799,352.78229524001995,discount,813.1886888933799
2250-IVBWA,6302.47,48.63,15.0,0.39020002,0,2459.2239200494,812.09837201729,353.88358800740997,discount,812.09837201729
2165-VOEGB,7347.650000000001,63.120000000000005,15.0,0.33879876,1,2489.374708914,808.1611481199,358.4062063371,discount,808.1611481199
2025-JKFWI,2727.3,59.400000000000006,15.0,0.90496165,1,2468.101908045,804.43566781575,355.21528620675,discount,804.43566781575
2604-IJPDU,3291.9700000000003,57.93000000000001,15.0,0.7461101,0,2456.1720658970003,801.73022306395,353.42580988455,discount,801.73022306395
0871-URUWO,2831.4,61.35000000000001,15.0,0.8705947,1,2465.00183358,801.400641753,354.75027503700005,discount,801.400641753
9692-TUSXH,3123.82,57.63,15.0,0.78387827,1,2448.6946173914002,799.4131160869899,352.30419260870997,discount,799.4131160869899
0730-KOAVE,4037.62,56.58,15.0,0.6054319,0,2444.503948078,798.9963818273,351.67559221169995,discount,798.9963818273
7957-RYHQD,4374.33,47.52,15.0,0.5522132,1,2415.5627671559996,797.9269685045999,347.33441507339995,discount,797.9269685045999
9420-LOJKX,2853.44,59.46,15.0,0.8584603,1,2449.564958432,797.8877354511999,352.4347437648,discount,797.8877354511999
3197-ARFOY,3519.25,63.0,15.0,0.6923243,0,2436.462292775,789.7618024712499,350.46934391625,discount,789.7618024712499
3292-PBZEJ,2787.21,66.84,15.0,0.8740655,0,2436.204102255,785.83143578925,350.43061533825005,discount,785.83143578925
2190-BCXEC,4262.29,47.31,15.0,0.55840766,0,2380.0953851413997,785.7233847994898,342.01430777121,discount,785.7233847994898
2057-ZBLPD,3054.3,51.900000000000006,15.0,0.783351,1,2392.5889593,785.506135755,343.88834389500005,discount,785.506135755
2748-MYRVK,8534.6,59.94000000000001,15.0,0.28267896,1,2412.551852016,784.4531482055999,346.88277780239997,discount,784.4531482055999
9972-VAFJJ,7127.45,56.400000000000006,15.0,0.33656755,0,2398.8683842474998,783.2039344866249,344.83025763712493,discount,783.2039344866249
2669-QVCRG,4361.37,48.78,15.0,0.54420686,0,2373.4874729982,781.9406155493699,341.02312094972996,discount,781.9406155493699
9402-ROUMJ,9095.0,60.150000000000006,15.0,0.2638548,0,2399.759406,779.7657920999999,344.9639109,discount,779.7657920999999
0952-KMEEH,2643.61,58.89000000000001,15.0,0.9062088,1,2395.6626457680004,779.5919260188,344.3493968652,discount,779.5919260188
1302-UHBDD,2943.73,53.970000000000006,15.0,0.80871546,0,2380.6399610658,779.25398637303,342.09599415987,discount,779.25398637303
3338-CVVEH,2535.07,56.73,15.0,0.9390848,0,2380.6457039360002,776.4959963776,342.0968555904,discount,776.4959963776
8089-UZWLX,9910.75,62.43000000000001,15.0,0.24109425,0,2389.4248381875,773.868693365625,343.413725728125,discount,773.868693365625
1894-IGFSG,3193.05,53.55,15.0,0.73993385,1,2362.6457797425,773.3760229098751,339.396866961375,discount,773.3760229098751
6234-PFPXL,3615.91,57.540000000000006,15.0,0.6563735,0,2373.387502385,773.14562583475,341.00812535775,discount,773.14562583475
2027-FECZV,2790.38,64.02000000000001,15.0,0.8552991,1,2386.609502658,771.2933259302999,342.99142539869996,discount,771.2933259302999
6711-VTNRE,4338.82,52.53,15.0,0.539843,1,2342.2816052599997,767.2685618409998,336.34224078899996,discount,767.2685618409998
9054-FOWNV,3163.15,53.25,15.0,0.73993385,0,2340.5217576275,765.932615169625,336.078263644125,discount,765.932615169625
5213-TWWJU,3936.55,54.6,15.0,0.5952462,0,2343.21642861,765.5257500134999,336.4824642915,discount,765.5257500134999
5628-FCGYG,2948.49,50.46,15.0,0.7890062,0,2326.3768906379996,763.7719117232998,333.95653359569997,discount,763.7719117232998
7278-CKDNC,3247.65,48.3,15.0,0.7136474,0,2317.6769786100003,762.8869425135,332.65154679150004,discount,762.8869425135
